AaegL5_1 | Aedes_aegypti_LVP_AGWG | AaegL5 | 310827022 | chromosome
NIGP01000929 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24649 | supercontig
NIGP01000930 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23755 | supercontig
NIGP01000931 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27464 | supercontig
NIGP01000932 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24544 | supercontig
NIGP01000933 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24673 | supercontig
NIGP01000934 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27947 | supercontig
NIGP01000935 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24501 | supercontig
NIGP01000936 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28216 | supercontig
NIGP01000937 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32244 | supercontig
NIGP01000938 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38549 | supercontig
NIGP01000939 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24335 | supercontig
NIGP01000940 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28662 | supercontig
NIGP01000941 | Aedes_aegypti_LVP_AGWG | AaegL5 | 73820 | supercontig
NIGP01000942 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37601 | supercontig
NIGP01000943 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33401 | supercontig
NIGP01000944 | Aedes_aegypti_LVP_AGWG | AaegL5 | 156082 | supercontig
NIGP01000945 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000946 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62338 | supercontig
NIGP01000947 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29416 | supercontig
NIGP01000948 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36589 | supercontig
NIGP01000949 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20221 | supercontig
NIGP01000950 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45465 | supercontig
NIGP01000951 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35043 | supercontig
NIGP01000952 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24259 | supercontig
NIGP01000953 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36970 | supercontig
NIGP01000954 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32716 | supercontig
NIGP01000955 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23805 | supercontig
NIGP01000956 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000957 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21092 | supercontig
NIGP01000958 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47932 | supercontig
NIGP01000959 | Aedes_aegypti_LVP_AGWG | AaegL5 | 54813 | supercontig
NIGP01000960 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35821 | supercontig
NIGP01000961 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25942 | supercontig
NIGP01000962 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59534 | supercontig
NIGP01000963 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49821 | supercontig
NIGP01000964 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26747 | supercontig
NIGP01000965 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51669 | supercontig
NIGP01000966 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31301 | supercontig
NIGP01000967 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37621 | supercontig
NIGP01000968 | Aedes_aegypti_LVP_AGWG | AaegL5 | 189715 | supercontig
NIGP01000969 | Aedes_aegypti_LVP_AGWG | AaegL5 | 42323 | supercontig
NIGP01000970 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36599 | supercontig
NIGP01000971 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22645 | supercontig
NIGP01000972 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40750 | supercontig
NIGP01000973 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24540 | supercontig
NIGP01000974 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29058 | supercontig
NIGP01000975 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44663 | supercontig
NIGP01000976 | Aedes_aegypti_LVP_AGWG | AaegL5 | 138289 | supercontig
NIGP01000977 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35739 | supercontig
NIGP01000978 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34955 | supercontig
NIGP01000979 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37039 | supercontig
NIGP01000980 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27419 | supercontig
NIGP01000981 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24151 | supercontig
NIGP01000982 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29346 | supercontig
NIGP01000983 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34049 | supercontig
NIGP01000984 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30819 | supercontig
NIGP01000985 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5000 | supercontig
NIGP01000986 | Aedes_aegypti_LVP_AGWG | AaegL5 | 69878 | supercontig
NIGP01000987 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5000 | supercontig
NIGP01000988 | Aedes_aegypti_LVP_AGWG | AaegL5 | 95131 | supercontig
NIGP01000989 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30028 | supercontig
NIGP01000990 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26733 | supercontig
NIGP01000991 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40330 | supercontig
NIGP01000992 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23280 | supercontig
NIGP01000993 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26125 | supercontig
NIGP01000994 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27973 | supercontig
NIGP01000995 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29394 | supercontig
NIGP01000996 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45740 | supercontig
NIGP01000997 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25715 | supercontig
NIGP01000998 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31621 | supercontig
NIGP01000999 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38739 | supercontig
NIGP01001000 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31194 | supercontig
NIGP01001001 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25878 | supercontig
NIGP01001002 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50366 | supercontig
NIGP01001003 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32024 | supercontig
NIGP01001004 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23996 | supercontig
NIGP01001005 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27689 | supercontig
NIGP01001006 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26949 | supercontig
NIGP01001007 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01001008 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61509 | supercontig
NIGP01001009 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16522 | supercontig
NIGP01001010 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28658 | supercontig
NIGP01001011 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34827 | supercontig
NIGP01001012 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34769 | supercontig
NIGP01001013 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27174 | supercontig
NIGP01001014 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39321 | supercontig
NIGP01001015 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36673 | supercontig
NIGP01001016 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32808 | supercontig
NIGP01001017 | Aedes_aegypti_LVP_AGWG | AaegL5 | 46721 | supercontig
NIGP01001018 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37978 | supercontig
NIGP01001019 | Aedes_aegypti_LVP_AGWG | AaegL5 | 64787 | supercontig
NIGP01001020 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24714 | supercontig
NIGP01001021 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28204 | supercontig
NIGP01001022 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22106 | supercontig
NIGP01001023 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28771 | supercontig
NIGP01001024 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59420 | supercontig
NIGP01001025 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34380 | supercontig
NIGP01001026 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34366 | supercontig
NIGP01001027 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3033 | supercontig
NIGP01001028 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58704 | supercontig
NIGP01001029 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68732 | supercontig
NIGP01001030 | Aedes_aegypti_LVP_AGWG | AaegL5 | 78271 | supercontig
NIGP01001031 | Aedes_aegypti_LVP_AGWG | AaegL5 | 98894 | supercontig
NIGP01001032 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27347 | supercontig
NIGP01001033 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24060 | supercontig
NIGP01001034 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37119 | supercontig
NIGP01001035 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43457 | supercontig
NIGP01001036 | Aedes_aegypti_LVP_AGWG | AaegL5 | 67869 | supercontig
NIGP01001037 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24859 | supercontig
NIGP01001038 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25435 | supercontig
NIGP01001039 | Aedes_aegypti_LVP_AGWG | AaegL5 | 89693 | supercontig
NIGP01001040 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25313 | supercontig
NIGP01001041 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38492 | supercontig
NIGP01001042 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23143 | supercontig
NIGP01001043 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29936 | supercontig
NIGP01001044 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25857 | supercontig
NIGP01001045 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25507 | supercontig
NIGP01001046 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38010 | supercontig
NIGP01001047 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38553 | supercontig
NIGP01001048 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01001049 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39064 | supercontig
NIGP01001050 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24978 | supercontig
NIGP01001051 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25284 | supercontig
NIGP01001052 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26965 | supercontig
NIGP01001053 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47008 | supercontig
NIGP01001054 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26623 | supercontig
NIGP01001055 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26645 | supercontig
NIGP01001056 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33539 | supercontig
NIGP01001057 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30664 | supercontig
NIGP01001058 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51444 | supercontig
NIGP01001059 | Aedes_aegypti_LVP_AGWG | AaegL5 | 42027 | supercontig
NIGP01001060 | Aedes_aegypti_LVP_AGWG | AaegL5 | 54728 | supercontig
NIGP01001061 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50336 | supercontig
NIGP01001062 | Aedes_aegypti_LVP_AGWG | AaegL5 | 73470 | supercontig
NIGP01001063 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31355 | supercontig
NIGP01001064 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20453 | supercontig
NIGP01001065 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3000 | supercontig
NIGP01001066 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55728 | supercontig
NIGP01001067 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37416 | supercontig
NIGP01001068 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43130 | supercontig
NIGP01001069 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35305 | supercontig
NIGP01001070 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24223 | supercontig
NIGP01001071 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26584 | supercontig
NIGP01001072 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44486 | supercontig
NIGP01001073 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39864 | supercontig
NIGP01001074 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38703 | supercontig
NIGP01001075 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28470 | supercontig
NIGP01001076 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59215 | supercontig
NIGP01001077 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49310 | supercontig
NIGP01001078 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35208 | supercontig
NIGP01001079 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35313 | supercontig
NIGP01001080 | Aedes_aegypti_LVP_AGWG | AaegL5 | 170970 | supercontig
NIGP01001081 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37512 | supercontig
NIGP01001082 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45535 | supercontig
NIGP01001083 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33103 | supercontig
NIGP01001084 | Aedes_aegypti_LVP_AGWG | AaegL5 | 42077 | supercontig
NIGP01001085 | Aedes_aegypti_LVP_AGWG | AaegL5 | 53982 | supercontig
NIGP01001086 | Aedes_aegypti_LVP_AGWG | AaegL5 | 196695 | supercontig
NIGP01001087 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27884 | supercontig
NIGP01001088 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27951 | supercontig
NIGP01001089 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32740 | supercontig
NIGP01001090 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32505 | supercontig
NIGP01001091 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29575 | supercontig
NIGP01001092 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25803 | supercontig
NIGP01001093 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20599 | supercontig
NIGP01001094 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3382 | supercontig
NIGP01001095 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24259 | supercontig
NIGP01001096 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25014 | supercontig
NIGP01001097 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35404 | supercontig
NIGP01001098 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10223 | supercontig
NIGP01001099 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17116 | supercontig
NIGP01001100 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19100 | supercontig
NIGP01001101 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16476 | supercontig
NIGP01001102 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15263 | supercontig
NIGP01001103 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9795 | supercontig
NIGP01001104 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31043 | supercontig
NIGP01001105 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14000 | supercontig
NIGP01001106 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17423 | supercontig
NIGP01001107 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16651 | supercontig
NIGP01001108 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28858 | supercontig
NIGP01001109 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14305 | supercontig
NIGP01001110 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28557 | supercontig
NIGP01001111 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16105 | supercontig
NIGP01001112 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16110 | supercontig
NIGP01001113 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20404 | supercontig
NIGP01001114 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45994 | supercontig
NIGP01001115 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13833 | supercontig
NIGP01001116 | Aedes_aegypti_LVP_AGWG | AaegL5 | 8613 | supercontig
NIGP01001117 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16139 | supercontig
NIGP01001118 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13216 | supercontig
NIGP01001119 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34731 | supercontig
NIGP01001120 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17058 | supercontig
NIGP01001121 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16849 | supercontig
NIGP01001122 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11576 | supercontig
NIGP01001123 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11693 | supercontig
NIGP01001124 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25343 | supercontig
NIGP01001125 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15666 | supercontig
NIGP01001126 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11931 | supercontig
NIGP01001127 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10639 | supercontig
NIGP01001128 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12833 | supercontig
NIGP01001129 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18882 | supercontig
NIGP01001130 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27617 | supercontig
NIGP01001131 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14559 | supercontig
NIGP01001132 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12247 | supercontig
NIGP01001133 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14194 | supercontig
NIGP01001134 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19253 | supercontig
NIGP01001135 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12159 | supercontig
NIGP01001136 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17897 | supercontig
NIGP01001137 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9217 | supercontig
NIGP01001138 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19372 | supercontig
NIGP01001139 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17285 | supercontig
NIGP01001140 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17544 | supercontig
NIGP01001141 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21681 | supercontig
NIGP01001142 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23782 | supercontig
NIGP01001143 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22076 | supercontig
NIGP01001144 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14818 | supercontig
NIGP01001145 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29819 | supercontig
NIGP01001146 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38733 | supercontig
NIGP01001147 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14716 | supercontig
NIGP01001148 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14601 | supercontig
NIGP01001149 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18451 | supercontig
NIGP01001150 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18005 | supercontig
NIGP01001151 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19445 | supercontig
NIGP01001152 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29055 | supercontig
NIGP01001153 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37876 | supercontig
NIGP01001154 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12045 | supercontig
NIGP01001155 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11968 | supercontig
NIGP01001156 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10864 | supercontig
NIGP01001157 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13532 | supercontig
NIGP01001158 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9878 | supercontig
NIGP01001159 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13908 | supercontig
NIGP01001160 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19222 | supercontig
NIGP01001161 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15629 | supercontig
NIGP01001162 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16560 | supercontig
NIGP01001163 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28611 | supercontig
NIGP01001164 | Aedes_aegypti_LVP_AGWG | AaegL5 | 8045 | supercontig
NIGP01001165 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15510 | supercontig
NIGP01001166 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11422 | supercontig
NIGP01001167 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11296 | supercontig
NIGP01001168 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20881 | supercontig
NIGP01001169 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19484 | supercontig
NIGP01001170 | Aedes_aegypti_LVP_AGWG | AaegL5 | 8436 | supercontig
NIGP01001171 | Aedes_aegypti_LVP_AGWG | AaegL5 | 14186 | supercontig
NIGP01001172 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20089 | supercontig
NIGP01001173 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28155 | supercontig
NIGP01001174 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28264 | supercontig
NIGP01001175 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9618 | supercontig
NIGP01001176 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5989 | supercontig
NIGP01001177 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24146 | supercontig
NIGP01001178 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37085 | supercontig
NIGP01001179 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27919 | supercontig
NIGP01001180 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19498 | supercontig
NIGP01001181 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26752 | supercontig
NIGP01001182 | Aedes_aegypti_LVP_AGWG | AaegL5 | 4196 | supercontig
NIGP01001183 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27611 | supercontig
NIGP01001184 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27041 | supercontig
NIGP01001185 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16632 | supercontig
NIGP01001186 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9587 | supercontig
NIGP01001187 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17898 | supercontig
NIGP01001188 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13079 | supercontig
NIGP01001189 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11462 | supercontig
NIGP01001190 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30354 | supercontig
NIGP01001191 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15207 | supercontig
NIGP01001192 | Aedes_aegypti_LVP_AGWG | AaegL5 | 12275 | supercontig
NIGP01001193 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13307 | supercontig
NIGP01001194 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11525 | supercontig
NIGP01001195 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36405 | supercontig
NIGP01001196 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23129 | supercontig
NIGP01001197 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15916 | supercontig
NIGP01001198 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24408 | supercontig
NIGP01001199 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24529 | supercontig
NIGP01001200 | Aedes_aegypti_LVP_AGWG | AaegL5 | 11979 | supercontig
NIGP01001201 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23954 | supercontig
NIGP01001202 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19535 | supercontig
NIGP01001203 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18881 | supercontig
NIGP01001204 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22531 | supercontig
NIGP01001205 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18355 | supercontig
NIGP01001206 | Aedes_aegypti_LVP_AGWG | AaegL5 | 79205 | supercontig
NIGP01001207 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5779 | supercontig
NIGP01001208 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18718 | supercontig
NIGP01001209 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17065 | supercontig
NIGP01001210 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22592 | supercontig
NIGP01001211 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19981 | supercontig
NIGP01001212 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3038 | supercontig
NIGP01001213 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25898 | supercontig
NIGP01001214 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18778 | supercontig
NIGP01001215 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18966 | supercontig
NIGP01001216 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36432 | supercontig
NIGP01001217 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37824 | supercontig
NIGP01001218 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18137 | supercontig
NIGP01001219 | Aedes_aegypti_LVP_AGWG | AaegL5 | 8206 | supercontig
NIGP01001220 | Aedes_aegypti_LVP_AGWG | AaegL5 | 15303 | supercontig
NIGP01001221 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16980 | supercontig
NIGP01001222 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23515 | supercontig
NIGP01001223 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2831 | supercontig
NIGP01001224 | Aedes_aegypti_LVP_AGWG | AaegL5 | 114543 | supercontig
NIGP01001225 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10255 | supercontig
NIGP01001226 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33147 | supercontig
NIGP01001227 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22429 | supercontig
NIGP01001228 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25733 | supercontig
NIGP01001229 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27195 | supercontig
NIGP01001230 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38223 | supercontig
NIGP01001231 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3456 | supercontig
NIGP01001232 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26190 | supercontig
NIGP01001233 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23769 | supercontig
NIGP01001234 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16395 | supercontig
NIGP01001235 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10498 | supercontig
NIGP01001236 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23920 | supercontig
NIGP01001237 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33328 | supercontig
NIGP01001238 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23747 | supercontig
