"chr","start","end","width","Conc","Conc_All_Others","Conc_K27Ac","Fold","p.value","FDR"
"AaegL5_3",373998731,374006098,7368,4.4417836368429,4.31423400125811,4.62496420076344,-0.310730199505339,0.259203684499832,0.349383892824823
"AaegL5_1",58543307,58592553,49247,7.02827947555385,6.89760755626675,7.21547774870274,-0.317870192435989,0.259502221991908,0.349438940437962
"AaegL5_3",204077554,204320046,242493,9.60161461868041,9.65465459962658,9.51247328276483,0.14218131686175,0.262540392223458,0.353179337157747
"AaegL5_3",173297520,173361360,63841,6.96739930845332,7.0281560803339,6.86453070525025,0.163625375083646,0.263676026592693,0.354355492626058
"AaegL5_1",171360942,171367730,6789,3.94556369513494,4.04265012644066,3.77520567776929,0.267444448671377,0.264281383455766,0.354817382144574
"AaegL5_3",211261607,211263357,1751,2.38013784865479,2.57780795436765,1.99376077312349,0.584047181244158,0.264910366601658,0.355310046599257
"AaegL5_3",165210217,165223501,13285,5.32305528713547,5.24268083945846,5.44300978668496,-0.200328947226505,0.267078657316172,0.357864287866333
"AaegL5_2",140907610,140913994,6385,3.98807894437434,3.88507760009898,4.1389630951736,-0.253885495074616,0.269009721398483,0.360095935060556
"AaegL5_2",169476656,169583769,107114,8.66311760560683,8.60342108713448,8.75377394081144,-0.150352853676967,0.269596615361824,0.360525651312262
"AaegL5_3",180105034,180108744,3711,2.5177644918262,2.35660332933497,2.74317764921264,-0.386574319877673,0.27370180314437,0.365654822722922
"AaegL5_2",154902433,154942982,40550,6.73590039730309,6.63672075980279,6.88164056464581,-0.24491980484302,0.275602526709007,0.367831718717927
"AaegL5_3",237783007,237795977,12971,5.13769201655789,4.98071183738037,5.35797148119806,-0.377259643817691,0.276262550724596,0.3681763935506
"AaegL5_2",372580363,372600442,20080,5.05961175805868,4.93644480793235,5.23711903651682,-0.300674228584472,0.276403811677368,0.3681763935506
"AaegL5_3",409206690,409247655,40966,7.12269473347023,7.03101115566105,7.25825167449918,-0.227240518838122,0.284196604179719,0.378185078771049
"AaegL5_2",125689555,125707371,17817,5.51974564343177,5.61205531087294,5.3585427676629,0.253512543210037,0.287932547946057,0.382780916681229
"AaegL5_2",180591786,180641119,49334,6.66614681543731,6.58097781126307,6.79275160516022,-0.211773793897155,0.29309296599191,0.389259610073487
"AaegL5_2",275148530,275193588,45059,6.79472866467732,6.70388531705381,6.92913636370425,-0.225251046650437,0.293708428696677,0.389695332008507
"AaegL5_1",96446608,96472135,25528,6.74074642774038,6.65462607203658,6.86866453536859,-0.214038463332008,0.295000171140753,0.391026619811203
"AaegL5_1",92992568,93138889,146322,8.68015606492996,8.62692860091015,8.76143494906786,-0.134506348157702,0.301230648136419,0.398895272336898
"AaegL5_3",211273282,211293651,20370,5.75534169014984,5.67058399288944,5.88137804175438,-0.21079404886494,0.305179759574571,0.403730491690847
"AaegL5_3",84383388,84392599,9212,5.12218013213026,5.20100188071715,4.98635922403211,0.21464265668504,0.309090341180621,0.40850536319778
"AaegL5_2",285593641,285685637,91997,7.6837211908334,7.60526414457287,7.80100133509686,-0.195737190523987,0.311933672207086,0.411861791151712
"AaegL5_1",305936248,305951575,15328,5.23311737078763,5.1281589320789,5.38662341710825,-0.258464485029353,0.314490845588254,0.414756128159779
"AaegL5_3",211365512,211379573,14062,5.25232204313522,5.34591798389475,5.08866258437063,0.25725539952412,0.314737504333638,0.414756128159779
"AaegL5_2",214601108,214606136,5029,4.8810185309446,4.96849548923536,4.72898877160185,0.23950671763351,0.31517983702689,0.41493578544511
"AaegL5_2",387133730,387148856,15127,6.02637107283606,5.94566139688157,6.14679226927183,-0.201130872390267,0.316560391710973,0.416122259945209
"AaegL5_3",96953602,96957368,3767,3.56431970089103,3.45024762693643,3.72992650109795,-0.279678874161513,0.316869692082962,0.416122259945209
"AaegL5_2",330487290,330498007,10718,4.43294231164759,4.523815820985,4.2744747625329,0.249341058452099,0.317001692126402,0.416122259945209
"AaegL5_2",42730838,42743032,12195,5.23674707281691,5.31172220336362,5.10804096568403,0.203681237679588,0.318704410726558,0.417952786213938
"AaegL5_2",391090606,391097534,6929,4.18075450126182,4.04888887403776,4.36948357814734,-0.320594704109575,0.319376792877308,0.418429885160995
"AaegL5_2",192302138,192307627,5490,3.44854974169213,3.33483071351826,3.61369108178178,-0.278860368263526,0.319738574380021,0.418499523995472
"AaegL5_3",225212544,225226743,14200,5.40014936034656,5.48455071214024,5.25391141451075,0.230639297629485,0.322767507197571,0.422056643934335
"AaegL5_2",391494811,391502377,7567,3.93147250075648,3.83864847931287,4.06858677494196,-0.229938295629091,0.328083369635094,0.428594459754516
"AaegL5_2",169643756,169662971,19216,6.08719134998306,5.99134847795614,6.22841400273161,-0.23706552477547,0.32926222419263,0.429720477387109
"AaegL5_3",362409060,362423428,14369,4.39506240035301,4.2702155615527,4.57474893178605,-0.304533370233353,0.332338939758342,0.433318848377222
"AaegL5_2",167061260,167068375,7116,4.01238472281416,3.88302444143901,4.19789762088819,-0.314873179449183,0.333272696956827,0.434118902087855
"AaegL5_2",305039876,305054424,14549,4.84893856418323,4.75624731895623,4.98587167549527,-0.229624356539039,0.336309698502146,0.437654463693771
"AaegL5_3",89542609,89548560,5952,3.45844762485508,3.57063961020702,3.25854485345061,0.31209475675641,0.337260991182651,0.438147839063838
"AaegL5_1",164428323,164572302,143980,8.33005569808841,8.25069890839706,8.44859184750827,-0.197892939111217,0.337335061934105,0.438147839063838
"AaegL5_3",11128,33135,22008,4.83592395253426,5.0120354952394,4.49997837376864,0.512057121470769,0.338034705169832,0.438636421253869
"AaegL5_2",168907460,168910990,3531,3.08040424472487,3.24692758606198,2.7661006858849,0.480826900177076,0.338535908833205,0.438866818716851
"AaegL5_3",401297160,401299400,2241,2.48916749657122,2.60889110233115,2.27418616137175,0.334704940959401,0.339694184147946,0.439947768581294
"AaegL5_1",251701628,251706185,4558,4.80324952251134,4.68103518459942,4.97951842094399,-0.298483236344571,0.340430388760324,0.440480541182251
"AaegL5_3",200826702,200831112,4411,2.81165355315701,2.59784550776835,3.09899200865021,-0.501146500881862,0.34147930214713,0.441416524033849
"AaegL5_2",154730906,154773268,42363,6.57114700975464,6.4825474158776,6.70247798417132,-0.219930568293724,0.341964173779186,0.441622304423406
"AaegL5_3",77593280,77604784,11505,4.23068178634326,4.3206589429244,4.07391744169803,0.246741501226365,0.343779656155197,0.443388900231202
"AaegL5_3",27821700,27838709,17010,5.85207867507487,5.92206152279682,5.73252641410561,0.189535108691216,0.343986078940431,0.443388900231202
"AaegL5_3",91189790,91303787,113998,8.01617488666208,7.94099886744979,8.12885889812889,-0.187860030679103,0.345992459819612,0.44555154369933
"AaegL5_1",704364,735547,31184,6.21638634456003,6.28846788047212,6.09299686086284,0.195471019609278,0.347926539621643,0.447537110788322
"AaegL5_2",154618279,154715393,97115,7.93741465633674,7.85136783728213,8.06523132188192,-0.213863484599789,0.348194433541061,0.447537110788322
"AaegL5_2",438608315,438617265,8951,4.82476874902499,4.91523293047872,4.66707936494216,0.248153565536557,0.349818908913523,0.449199280763956
"AaegL5_2",370807849,370814441,6593,3.91419494329132,4.07462817624212,3.61339771897649,0.461230457265632,0.351049477214343,0.4503529717149
"AaegL5_1",200871745,200879055,7311,3.70030153747771,3.81629293484884,3.49282175001623,0.323471184832605,0.351580085802195,0.450529052103942
"AaegL5_1",31846627,31894119,47493,7.13956777472831,7.08611708397009,7.221171965701,-0.135054881730912,0.351851228744893,0.450529052103942
"AaegL5_3",218105775,218122392,16618,5.05536653925303,5.15111005968759,4.88759128787093,0.263518771816658,0.352807268034456,0.451327033447851
"AaegL5_2",72111235,72117866,6632,4.37128697109468,4.48600858161188,4.16634612122799,0.319662460383895,0.35488200709687,0.453257052511474
"AaegL5_2",238656839,238673981,17143,6.08228998467554,5.98367513586213,6.22726723447572,-0.243592098613595,0.354984505728013,0.453257052511474
"AaegL5_3",218056040,218084053,28014,6.13683680296399,6.21660352570438,5.99925975003142,0.217343775672963,0.355944855411676,0.454055713958827
"AaegL5_3",277485430,277497278,11849,5.25842473553462,5.14877806194462,5.41817787099796,-0.269399809053342,0.365078480681463,0.465269191545173
"AaegL5_2",38785617,38851055,65439,8.01032390756331,7.96073377339193,8.08628464851811,-0.125550875126178,0.367626731361155,0.468076852324626
"AaegL5_1",12467727,12473348,5622,2.66525495340795,2.79770018290782,2.42425735536949,0.373442827538336,0.368915353464009,0.469276941179359
"AaegL5_3",15834215,15854814,20600,6.65286638836076,6.57396869218672,6.77076189644453,-0.196793204257808,0.369440326182895,0.469504294567952
"AaegL5_1",279406752,279461480,54729,7.86506860204753,7.91425634224772,7.78270421364207,0.131552128605656,0.37066345535556,0.470617645563801
"AaegL5_2",388433427,388438182,4756,3.21713623047323,3.10944679828489,3.37428709085442,-0.264840292569539,0.371507052797739,0.471247486991333
"AaegL5_3",194060876,194214302,153427,9.33416416250977,9.29047730101444,9.40142296123423,-0.110945660219786,0.372177835928951,0.471657145345475
"AaegL5_3",173367857,173402957,35101,6.87327298492006,6.940212561031,6.75925709131662,0.180955469714378,0.375420309703677,0.475295971065227
"AaegL5_2",61633272,61636995,3724,3.68438795986397,3.79273026671203,3.49210191015244,0.300628356559584,0.37602849499726,0.475295971065227
"AaegL5_2",356556086,356826513,270428,9.7567636504126,9.71601932004491,9.81965182232215,-0.103632502277241,0.376233851172261,0.475295971065227
"AaegL5_3",163477173,163481932,4760,3.39604519658663,3.25804745486434,3.59259274104502,-0.334545286180679,0.376451233719804,0.475295971065227
"AaegL5_3",96863263,96871458,8196,4.93694560344726,5.0200922277532,4.7930602990605,0.227031928692702,0.380011472788381,0.479344704280041
"AaegL5_2",341885081,341898799,13719,5.60440208598952,5.6654180865512,5.50106878763735,0.164349298913855,0.38059856752475,0.479639086954982
"AaegL5_2",228081763,228155389,73627,8.31030105344087,8.35138718355964,8.24202796097469,0.109359222584949,0.38180124217673,0.480707970651482
"AaegL5_2",14350121,14355712,5592,3.86219598004764,3.75538932078194,4.01817044305905,-0.26278112227711,0.382402352033176,0.481018171945257
"AaegL5_3",319330433,319345306,14874,5.04184672103325,5.13701105494514,4.87518322944583,0.261827825499313,0.383350768908438,0.481764265653236
"AaegL5_3",271988104,271991058,2955,2.67289238961616,2.57722166595087,2.81388130931076,-0.236659643359891,0.383904415620498,0.481895590484519
"AaegL5_2",78949136,78957462,8327,3.29270151960191,3.42275187930022,3.0566551563498,0.366096722950418,0.384166027517526,0.481895590484519
"AaegL5_3",57754986,57764249,9264,3.85028605128206,3.72734898051737,4.02749466252176,-0.300145682004387,0.387066042473753,0.485084615151949
"NIGP01001877",548072,625541,77470,8.75011916679631,8.70585796309394,8.81822847327805,-0.11237051018411,0.388397301543498,0.486303546530917
"AaegL5_3",149857574,149860991,3418,2.92177957124729,2.81548085349218,3.0770763816154,-0.261595528123219,0.389423614795271,0.487138765371206
"AaegL5_2",461282707,461293987,11281,6.13488682152778,6.20060801365347,6.02307822883466,0.177529784818816,0.392809163961576,0.490894678572915
"AaegL5_3",104302630,104329248,26619,6.17551902018623,6.23277034367591,6.0789115000077,0.153858843668207,0.393150162927865,0.490894678572915
"AaegL5_1",167853197,168036408,183212,9.37409229882824,9.42605439007051,9.28685224569757,0.139202144372939,0.397306606181919,0.495628112219578
"AaegL5_3",219093780,219108978,15199,5.18161899703828,5.1128257894282,5.28528942387755,-0.172463634449356,0.399792898464692,0.498271296248275
"AaegL5_2",37464739,37466913,2175,2.60354489687993,2.723232162443,2.38863688582063,0.334595276622368,0.400817149025515,0.499089122202569
"AaegL5_3",34159375,34215284,55910,7.46315516629477,7.53578370512408,7.33876294911289,0.197020756011197,0.407913217940266,0.507459012410093
"AaegL5_2",100550335,100554390,4056,4.62519726638631,4.53640115683623,4.75679816466018,-0.220397007823947,0.408854426136363,0.508163704712107
"AaegL5_2",263045535,263082735,37201,6.37354555785853,6.31876477632303,6.45708552043959,-0.138320744116561,0.413264336165079,0.512578785402661
"AaegL5_3",283949215,283952836,3622,2.6109819232995,2.765479796741,2.32317328029627,0.442306516444738,0.413356820244051,0.512578785402661
"AaegL5_1",238513201,238557456,44256,6.50490149364033,6.40573226985165,6.65062760047527,-0.244895330623621,0.413540701497427,0.512578785402661
"AaegL5_2",465508271,465522968,14698,5.10649635595396,5.02232402068024,5.2317230541751,-0.209399033494863,0.414871866294996,0.513759133055721
"AaegL5_3",189178995,189220777,41783,6.93772980357326,6.89048893185882,7.01023807277512,-0.119749140916301,0.415660781367846,0.514266441181386
"AaegL5_1",157642170,157644501,2332,3.46815944185378,3.54937527136348,3.32788296100216,0.221492310361324,0.416370788474972,0.514675286392034
"AaegL5_2",310804853,310807734,2882,2.90633077517572,2.98841226690947,2.76443800973518,0.223974257174295,0.416908796816112,0.514870973117165
"AaegL5_1",8244189,8273930,29742,6.18198384805619,6.26398836357783,6.0402349181705,0.223753445407332,0.41870864916775,0.516623228636459
"AaegL5_3",53397333,53405052,7720,3.96993685626546,4.0669996672488,3.79962432767077,0.26737533957803,0.419548054463921,0.517188328957343
"AaegL5_3",301349479,301357747,8269,4.96338600188582,5.03764479923657,4.83599888888752,0.201645910349049,0.420854474624152,0.518327581825931
"AaegL5_2",387285052,387301847,16796,5.30834709444349,5.1979299252197,5.4691223993981,-0.271192474178398,0.423291352766392,0.520855784347756
"AaegL5_3",210830895,210835144,4250,3.81103445421439,3.92381165808747,3.6099684916811,0.31384316640638,0.424444568860632,0.521801301337277
"NIGP01002188",18745,27174,8430,3.61852399225121,3.49261023683952,3.79959157023845,-0.306981333398929,0.425837743914533,0.522571047862637
"AaegL5_1",252067100,252072457,5358,4.80773793094573,4.71264260643742,4.94794512957173,-0.235302523134311,0.425841451244996,0.522571047862637
"AaegL5_3",203488284,203884853,396570,10.0983544023224,10.1366383475773,10.0349051089639,0.101733238613402,0.426533578386791,0.522596311927698
"AaegL5_3",265521641,265524994,3354,3.15445153530842,3.05797463006702,3.29653447481425,-0.238559844747237,0.426632829870179,0.522596311927698
"AaegL5_2",158007426,158035556,28131,5.96512045355988,6.02673057841968,5.86072124353259,0.166009334887096,0.43072728864772,0.527135562641073
"AaegL5_2",204634714,204975325,340612,10.0110373280742,9.97291077648311,10.0700185447908,-0.097107768307696,0.432311331276969,0.528597083148395
"AaegL5_1",8288204,8387347,99144,8.05094467153233,8.11795431312424,7.93680168341921,0.181152629705033,0.433657407479148,0.529765265352906
"AaegL5_3",94618096,94635233,17138,5.40378906025868,5.47810139422916,5.2763034338662,0.201797960362954,0.435130994991714,0.531086974985386
"AaegL5_2",285270905,285290085,19181,5.80218816861253,5.73952961241749,5.89710404490177,-0.15757443248428,0.435595337884608,0.531175609866482
"AaegL5_3",325955590,326324796,369207,9.66753877874391,9.59707292409477,9.77358057302157,-0.176507648926798,0.43659480608855,0.531327371420658
"AaegL5_2",121937465,121954784,17320,5.37771634233197,5.30359675595109,5.48891512652237,-0.185318370571277,0.436867297759354,0.531327371420658
"AaegL5_3",336271928,336287034,15107,5.39286462592349,5.31768034895792,5.50556023657307,-0.187879887615141,0.436895294346632,0.531327371420658
"AaegL5_2",100578558,100583316,4759,4.22225148647297,4.12725718738762,4.36232135889416,-0.235064171506541,0.439897565754101,0.534499192797993
"AaegL5_2",123376809,123409681,32873,6.36635655377322,6.29844801745774,6.46877006093339,-0.170322043475655,0.44367007052626,0.538600372098128
"AaegL5_3",79103939,79111401,7463,4.0659958703691,3.97345220663506,4.20272757188436,-0.229275365249299,0.444315824889584,0.538901841279316
"AaegL5_3",7450970,7531775,80806,7.62522824160896,7.56563165155082,7.71574050302212,-0.150108851471304,0.44577783910951,0.540191912272114
"AaegL5_3",187951132,187963776,12645,5.8382661712726,5.89071600074371,5.75016628609921,0.140549714644499,0.448437913797754,0.542930188490852
"AaegL5_2",244906249,244911508,5260,3.10847853251809,3.18857442815059,2.97028897015928,0.218285457991304,0.452296815982131,0.547113722097922
"AaegL5_2",77168716,77196541,27826,6.53653376449827,6.4711383675441,6.63536645829525,-0.164228090751153,0.453878140406738,0.548537217817768
"AaegL5_3",70207782,70227166,19385,5.90756540975122,5.9712897459116,5.79936314379415,0.171926602117449,0.454491312500098,0.548789153829147
"AaegL5_2",54855467,55207692,352226,9.95861665893543,9.90719566326962,10.0372584303829,-0.130062767113266,0.456360424211382,0.550109380242494
"AaegL5_2",225371929,225551141,179213,9.53166633015877,9.50610346448001,9.57164754057058,-0.0655440760905712,0.456396056617113,0.550109380242494
"AaegL5_2",372601925,372604178,2254,2.55975565897929,2.43454724119768,2.73991049085718,-0.305363249659502,0.457049840447932,0.550408155992358
"AaegL5_2",61663078,61693733,30656,6.71559798632333,6.76885011578219,6.62608198021872,0.142768135563472,0.460255158284485,0.553776392754003
"AaegL5_3",313596432,313599478,3047,2.23381970797045,2.13854411646078,2.37427189137002,-0.235727774909236,0.462648727269246,0.556162831717286
"AaegL5_2",366158933,366164070,5138,3.49354304240539,3.42349008989067,3.5990000692518,-0.175509979361134,0.469552781339892,0.563962419394945
"AaegL5_3",256615953,256767736,151784,8.90412007346416,8.9487036809542,8.82979032189139,0.118913359062807,0.474872695679657,0.569847234815588
"AaegL5_1",274138224,274146935,8712,4.02896337787659,4.11416084426094,3.88122964466142,0.232931199599517,0.476999157107034,0.571892888627001
"AaegL5_3",736692,750288,13597,5.97946678326338,5.928600063936,6.05729778225697,-0.128697718320964,0.480190442087404,0.5748968693479
"AaegL5_3",73999226,74004551,5326,4.42601666347661,4.34961740285007,4.54041715266173,-0.190799749811659,0.480352620185229,0.5748968693479
"AaegL5_3",78551653,78559635,7983,5.20592834572943,5.28961848149442,5.0610246676102,0.228593813884226,0.483049547131746,0.577614802390342
"AaegL5_1",195426142,195490739,64598,6.85420986599453,6.93245304677678,6.71946255032891,0.212990496447872,0.485248201705555,0.579732653315183
"AaegL5_1",160561148,160566525,5378,4.4185098012691,4.47856059485907,4.31690555850876,0.16165503635031,0.489477127783066,0.583770090696669
"AaegL5_2",101972347,102024514,52168,7.23003478954929,7.26753860603713,7.16792391536035,0.0996146906767779,0.489488637995658,0.583770090696669
"AaegL5_2",125569601,125578384,8784,4.20114704735436,4.1235604184421,4.31721033638247,-0.193649917940376,0.490342645061885,0.584274715908538
"AaegL5_2",204124287,204129786,5500,3.87270162409217,3.81094402337586,3.96632414179038,-0.155380118414524,0.497210364166528,0.591937887453741
"AaegL5_2",153680771,153716840,36070,6.7109651367068,6.65125487471462,6.80164128500023,-0.150386410285606,0.498664280364233,0.593148038749035
"AaegL5_2",244487421,244523511,36091,6.57356385735722,6.53548008162207,6.63248108550323,-0.0970010038811653,0.501487347071954,0.595983210017151
"AaegL5_1",157556806,157563764,6959,4.40757669548689,4.46200654068239,4.31597798002023,0.146028560662153,0.502749066655047,0.596959487201615
"AaegL5_1",86438281,86506199,67919,7.41607335863891,7.47288103470138,7.32025522275864,0.152625811942745,0.504679625384384,0.598727534576749
"AaegL5_2",259103843,259110500,6658,3.69679526672778,3.77462184029451,3.5628202480604,0.211801592234112,0.506912869561738,0.600851268466536
"AaegL5_2",191773458,191806075,32618,6.32870454806767,6.27179769221506,6.41532965380622,-0.143531961591162,0.50980624683695,0.603753074856685
"AaegL5_3",202708407,202773874,65468,8.04605702043573,8.07884189260921,7.99200046673834,0.0868414258708619,0.513640242472024,0.607762799993076
"AaegL5_3",257797196,257947959,150764,8.75690882497674,8.70732361100839,8.8328623497034,-0.125538738695015,0.515140934281111,0.609007067903388
"AaegL5_3",257453064,257580066,127003,8.50861443475402,8.4550677626751,8.59035846064718,-0.13529069797208,0.516415183770055,0.609981697902609
"AaegL5_3",198802917,198932894,129978,8.64893527719958,8.68657698628979,8.5865879720747,0.0999890142150957,0.522032569948552,0.616080213098552
"AaegL5_3",277511523,277521737,10215,4.15158721825258,4.22539261242155,4.02503400194711,0.200358610474447,0.522678699630268,0.616185010948949
"AaegL5_3",20008781,20011895,3115,4.03753039477942,4.12173467080999,3.891662359909,0.230072310900999,0.523030197346785,0.616185010948949
"AaegL5_2",438512034,438521304,9271,4.50072552152448,4.41223198623336,4.6319107830376,-0.219678796804239,0.528360685740523,0.62192455717374
"AaegL5_3",22051931,22059108,7178,4.49967668589285,4.55522618476602,4.40609356752034,0.149132617245678,0.530210628365299,0.623560808381045
"AaegL5_3",228861338,228867298,5961,3.97295476744942,3.88482691897923,4.10363742017803,-0.218810501198803,0.531279348596544,0.623818085097976
"AaegL5_3",153301264,153389558,88295,7.68729597960505,7.7315191802648,7.6135922088357,0.117926971429106,0.531349475138763,0.623818085097976
"AaegL5_3",84743689,84768952,25264,6.3730378106398,6.41293430632851,6.30681572036881,0.106118585959697,0.535658998976737,0.62833356627375
"AaegL5_3",157483842,157489113,5272,4.7207112145145,4.66999387914791,4.79832356955401,-0.128329690406098,0.539311220061471,0.632070885396158
"AaegL5_1",254127849,254197042,69194,8.03308871701891,7.98971245326172,8.09988722066669,-0.110174767404972,0.540562246232717,0.632989987816549
"AaegL5_3",257603512,257697031,93520,8.06400672580956,8.02458213564485,8.12492743418077,-0.100345298535911,0.541239919703609,0.633236696391798
"AaegL5_3",163223895,163259106,35212,6.77656804550167,6.83434287164713,6.67902818574654,0.155314685900584,0.54646271822363,0.638796074061416
"AaegL5_2",222363272,222381639,18368,5.85637134055392,5.82166949827818,5.91021448692572,-0.0885449886475334,0.547487997676199,0.639443346123106
"AaegL5_3",243931248,243998166,66919,7.33346487739131,7.28862752785651,7.40242651922513,-0.113798991368617,0.550296965572329,0.642170985642063
"AaegL5_3",211149655,211157463,7809,3.78931930791784,3.87436470867064,3.64187146828774,0.232493240382901,0.553413868945248,0.645252971874253
"AaegL5_1",284072318,284076061,3744,3.93912052339375,3.984576115825,3.86327447258985,0.121301643235156,0.554187392089542,0.645599745423899
"AaegL5_3",23599276,23745168,145893,8.72831874542355,8.68580867797708,8.79383227555136,-0.108023597574284,0.557763694307343,0.648815031236581
"AaegL5_1",224243579,224302236,58658,7.82147997731717,7.84959439032193,7.77532527327125,0.0742691170506831,0.557904370517591,0.648815031236581
"AaegL5_2",251166992,251182079,15088,5.94241972285161,5.89455823599702,6.01584139701959,-0.121283161022567,0.559865403020795,0.6505376919419
"AaegL5_3",198418165,198421703,3539,2.97204892294793,2.88170547608665,3.10577211996368,-0.224066643877025,0.56084785611856,0.651121312411615
"AaegL5_1",271896215,271902321,6107,3.61992380208445,3.67126710559201,3.53377345294027,0.137493652651744,0.563843881850018,0.654039609742193
"AaegL5_1",16858313,16878048,19736,5.96247663566956,5.9316336499817,6.01049363425936,-0.0788599842776581,0.56697183381187,0.657105817648629
"AaegL5_2",102028507,102101283,72777,7.39775106588817,7.35586277617867,7.46234102690105,-0.106478250722375,0.567865913218208,0.657579998568651
"AaegL5_2",311953184,311962423,9240,4.68380162788653,4.62130616583661,4.77848352161572,-0.157177355779114,0.5687110198507,0.657996708974018
"AaegL5_1",152963548,153393299,429752,10.5038128392521,10.4848690916505,10.5336147647605,-0.0487456731100657,0.570701048386773,0.659736250309006
"AaegL5_3",200030982,200041906,10925,5.6602751146401,5.62061962717934,5.72154036747177,-0.100920740292431,0.573196455919432,0.662056553855835
"AaegL5_2",406524822,406554129,29308,7.39108625599315,7.35435614683327,7.44797607986193,-0.0936199330286609,0.574022916922327,0.662446872635469
"AaegL5_2",390605064,390618953,13890,5.36305907705977,5.29494896264151,5.46575914570509,-0.170810183063586,0.57584807594794,0.663988087572625
"AaegL5_1",294088798,294553067,464270,10.2084385489037,10.1733035781574,10.2629332017877,-0.0896296236302838,0.582339237952774,0.670902299629534
"AaegL5_1",160708400,160741348,32949,6.4628473959587,6.42349497884509,6.52366037965787,-0.100165400812776,0.583305883795751,0.671445482535686
"AaegL5_1",78177033,78214881,37849,6.38537085482192,6.43478185755948,6.30261505860233,0.132166798957151,0.585247290124946,0.6730967145493
"AaegL5_3",1702646,1748106,45461,6.7226762411932,6.76140323458968,6.65846596146125,0.102937273128425,0.58573312918007,0.6730967145493
"AaegL5_3",254542165,254545107,2943,2.70301233084273,2.73842343584802,2.64448211059481,0.0939413252532111,0.587991545358091,0.674451481336877
"AaegL5_3",163460343,163463493,3151,2.43423218791435,2.55968073534966,2.20762948436725,0.352051250982414,0.588394267322002,0.674451481336877
"AaegL5_2",468866340,468936758,70419,7.91802473257388,7.87202541888154,7.98870279039616,-0.116677371514619,0.588404205325609,0.674451481336877
"AaegL5_1",47286400,47337367,50968,7.14095744717318,7.10271284776149,7.20011522752502,-0.0974023797635359,0.589853845712353,0.675542073298944
"AaegL5_1",167633334,167654315,20982,6.65014777917449,6.62033227933108,6.69660685565721,-0.0762745763261297,0.593436935972718,0.679072139391566
"AaegL5_2",380837053,380841788,4736,3.41215571864545,3.46058007645279,3.33112837855627,0.129451697896527,0.595779214773694,0.681177584513599
"AaegL5_1",25343222,25349260,6039,3.8879462772876,3.92505963745025,3.826504547682,0.0985550897682468,0.597668881008222,0.682762428514868
"AaegL5_3",197052410,197071831,19422,6.70575690472765,6.73885135590632,6.65117414096099,0.087677214945332,0.602901991967965,0.687945415940106
"AaegL5_3",337202879,337214431,11553,4.94895800915339,4.89029675873671,5.03812054341215,-0.147823784675436,0.603220574891435,0.687945415940106
"AaegL5_1",118358652,118499193,140542,8.23276637372136,8.18342986336861,8.30835505756119,-0.12492519419258,0.608119879564061,0.692950047637703
"AaegL5_3",88101293,88129570,28278,6.65255321265476,6.61345221676841,6.71299082296974,-0.0995386062013273,0.612534196276271,0.697394097523614
"AaegL5_3",380637228,380646003,8776,5.0097564585983,5.07224125249826,4.90378578002743,0.168455472470823,0.613539516737885,0.697952671725312
"AaegL5_3",409445075,409453570,8496,4.93574109294354,4.98835505384143,4.84735168035742,0.141003373484004,0.620137424005246,0.703861260679716
"AaegL5_2",391261121,391361586,100466,7.64648880013628,7.59534215611463,7.72472935725227,-0.129387201137636,0.620139378384741,0.703861260679716
"AaegL5_3",279955247,279957009,1763,1.42315333382618,1.50010968698992,1.29078945923167,0.209320227758249,0.620290712767154,0.703861260679716
"AaegL5_1",104549410,104551735,2326,2.42365093772423,2.48977257997383,2.31111744255258,0.178655137421253,0.622259409485183,0.705504815436378
"AaegL5_1",269493914,269496478,2565,2.0487971869652,1.99764401895646,2.127047287,-0.129403268043544,0.625182546117018,0.707365728450767
"AaegL5_1",252021433,252025411,3979,3.44952428126483,3.3695624320302,3.56890401469957,-0.19934158266937,0.625404508166701,0.707365728450767
"AaegL5_3",319161044,319163582,2539,1.56482260112018,1.5451776018537,1.5957085814789,-0.0505309796252043,0.625967437853495,0.707365728450767
"AaegL5_2",116023878,116029930,6053,3.58873868339373,3.64646828971172,3.49127939567295,0.155188894038771,0.625987370310413,0.707365728450767
"NIGP01002242",45629,50959,5331,2.70951766209729,2.7893215704635,2.57187143593048,0.217450134533013,0.631455760833529,0.712576248916626
"AaegL5_1",233087633,233116067,28435,6.73630784711686,6.69548533111458,6.7993124373029,-0.103827106188318,0.631649447785976,0.712576248916626
"AaegL5_3",191934909,191944954,10046,4.12997955042298,4.17074013875406,4.06226816980715,0.108471968946909,0.635701047533449,0.716019218451767
"AaegL5_3",409258550,409317883,59334,7.58318635152694,7.55684472622378,7.62435742330248,-0.067512697078703,0.635757477150389,0.716019218451767
"AaegL5_3",167002489,167026008,23520,6.40946447736022,6.44534196740319,6.35013748546978,0.0952044819334104,0.637998223304169,0.717946548382118
"AaegL5_1",48114805,48599600,484796,10.25763256357,10.2825173773956,10.2169019031326,0.0656154742629607,0.644345645891531,0.724488139161622
"AaegL5_2",398915194,398928502,13309,5.37915006720381,5.42356437211166,5.30511442597666,0.118449946135002,0.647430951172027,0.727354076047448
"AaegL5_3",199154773,199164858,10086,5.61564412011622,5.64581124071436,5.56602496325173,0.0797862774626283,0.650194686064268,0.729854299919824
